,dataset,train_size,test_size,length,unique_classes,C,C_ee,C_boss,C_tsf,C_rise,C_randf,C_rotf,C_st,boss_trasformations,trees,total_repeats,accuracy_mean,accuracy_std,train_time_mean,train_time_std,test_time_mean,test_time_std,boss_transform_time_mean,boss_transform_time_std,ee_time_mean,ee_time_std,randf_time_mean,randf_time_std,rotf_time_mean,rotf_time_std,st_time_mean,st_time_std,boss_time_mean,boss_time_std,tsf_time_mean,tsf_time_std,mean_leaf_nodes_mean,mean_leaf_nodes_std,mean_depth_mean,mean_depth_std,ee_count_mean,ee_count_std,ee_count_sum,randf_count_mean,randf_count_std,randf_count_sum,rotf_count_mean,rotf_count_std,rotf_count_sum,st_count_mean,st_count_std,st_count_sum,boss_count_mean,boss_count_std,boss_count_sum,tsf_count_mean,tsf_count_std,tsf_count_sum,rif_count_mean,rif_count_std,rif_count_sum,ee_win_mean,ee_win_std,ee_win_sum,st_win_mean,st_win_std,st_win_sum,boss_win_mean,boss_win_std,boss_win_sum,rif_win_mean,rif_win_std,rif_win_sum,rif_acf_count_mean,rif_acf_count_std,rif_acf_count_sum,rif_pacf_count_mean,rif_pacf_count_std,rif_pacf_count_sum,rif_arma_count_mean,rif_arma_count_std,rif_arma_count_sum,rif_ps_count_mean,rif_ps_count_std,rif_ps_count_sum,rif_dft_count_mean,rif_dft_count_std,rif_dft_count_sum,rif_acf_win_mean,rif_acf_win_std,rif_acf_win_sum,rif_pacf_win_mean,rif_pacf_win_std,rif_pacf_win_sum,rif_arma_win_mean,rif_arma_win_std,rif_arma_win_sum,rif_ps_win_mean,rif_ps_win_std,rif_ps_win_sum,euc_count_mean,euc_count_std,euc_count_sum,dtw_count_mean,dtw_count_std,dtw_count_sum,dtwr_count_mean,dtwr_count_std,dtwr_count_sum,ddtw_count_mean,ddtw_count_std,ddtw_count_sum,ddtwr_count_mean,ddtwr_count_std,ddtwr_count_sum,wdtw_count_mean,wdtw_count_std,wdtw_count_sum,wddtw_count_mean,wddtw_count_std,wddtw_count_sum,lcss_count_mean,lcss_count_std,lcss_count_sum,twe_count_mean,twe_count_std,twe_count_sum,erp_count_mean,erp_count_std,erp_count_sum,msm_count_mean,msm_count_std,msm_count_sum,euc_win_mean,euc_win_std,euc_win_sum,dtw_win_mean,dtw_win_std,dtw_win_sum,dtwr_win_mean,dtwr_win_std,dtwr_win_sum,ddtw_win_mean,ddtw_win_std,ddtw_win_sum,ddtwr_win_mean,ddtwr_win_std,ddtwr_win_sum,wdtw_win_mean,wdtw_win_std,wdtw_win_sum,wddtw_win_mean,wddtw_win_std,wddtw_win_sum,lcss_win_mean,lcss_win_std,lcss_win_sum,twe_win_mean,twe_win_std,twe_win_sum,erp_win_mean,erp_win_std,erp_win_sum,msm_win_mean,msm_win_std,msm_win_sum,selected_repeats
42,Meat,60,60,448,3,205,5,100,0,100,0,0,0,1000,100,5,0.8966666666666665,0.01825741858350552,13144986887.8,3159969763.4718127,486268745.8,134790265.17243135,686465587720,147217787913.7676,97368162960.6,26008899541.44371,0,0.0,0,0.0,0,0.0,9934732017.4,2322162036.0291843,0,0.0,3.8300000000000005,0.10885770528538603,1.686,0.05594640292279738,887,44.52527372178637,4435,0,0.0,0,0,0.0,0,0,0.0,0,17740,890.5054744357275,88700,0,0.0,0,1419.2,71.24043795485821,7096,11.0,3.5355339059327378,55,0,0.0,0,151.2,6.9785385289471575,756,15.2,3.63318042491699,76,354.8,17.810109488714552,1774,354.8,17.810109488714552,1774,354.8,17.810109488714552,1774,354.8,17.810109488714552,1774,0,0.0,0,3.0,1.224744871391589,15,5.4,1.5165750888103102,27,1.2,1.0954451150103321,6,5.6,1.816590212458495,28,9540.6,1151.58165146897,47703,10240.6,609.585350873854,51203,9685.6,1555.9218489371503,48428,9561.2,1205.9181978890606,47806,8980.4,936.1873744074954,44902,9693.8,845.5889663423949,48469,9317.6,669.955073120579,46588,9173.2,637.1194550474817,45866,8829.4,468.1258377829618,44147,9655.0,1387.7180909680465,48275,9909.8,996.3170680059636,49549,0.8,0.4472135954999579,4,0.8,0.8366600265340756,4,0.8,0.8366600265340756,4,0.2,0.447213595499958,1,1.2,1.0954451150103321,6,0.8,0.8366600265340756,4,0.4,0.5477225575051661,2,0.0,0.0,0,1.8,1.6431676725154984,9,2.0,1.5811388300841898,10,2.2,0.8366600265340756,11,5
43,MedicalImages,381,760,99,10,205,5,100,0,100,0,0,0,1000,100,5,0.7878947368421052,0.005535706307358554,26426476024.4,5085224428.313745,3961752742.8,911514419.9913335,1050624117300,201747682245.4595,199388294537.6,41109882759.74173,0,0.0,0,0.0,0,0.0,131433545506.2,26092897313.444855,0,0.0,114.918,1.0531714010549276,5.718000000000001,0.05585696017507545,28468,251.21206181232623,142340,0,0.0,0,0,0.0,0,0,0.0,0,569360,5024.241236246526,2846800,0,0.0,0,45548.8,401.9392988997218,227744,640.8,17.005881335585048,3204,0,0.0,0,4050.6,78.56716871569193,20253,1002.2,26.583829671437496,5011,11387.2,100.48482472493045,56936,11387.2,100.48482472493045,56936,11387.2,100.48482472493045,56936,11387.2,100.48482472493045,56936,0,0.0,0,215.0,12.144957801491119,1075,286.0,10.700467279516342,1430,223.8,12.833549781724463,1119,277.4,11.104053313993054,1387,343601.4,38373.03072211003,1718007,411418.6,18595.039857445856,2057093,413920.8,52523.55817345203,2069604,434742.0,31260.513423486824,2173710,429648.2,82951.53715694483,2148241,376703.6,36088.78272122794,1883518,442781.0,88059.56663247895,2213905,343615.0,22262.742149160327,1718075,388837.4,40474.95269052207,1944187,335787.8,23038.856974685175,1678939,376318.2,37467.117319057244,1881591,45.6,6.50384501660364,228,81.0,9.246621004453464,405,83.4,2.701851217221259,417,55.6,2.60768096208106,278,55.4,8.203657720797473,277,61.8,6.534523701081817,309,55.4,4.722287581247039,277,42.8,3.7013511046643504,214,50.2,4.381780460041329,251,37.8,4.4944410108488455,189,71.8,7.014271166700072,359,5
44,MiddlePhalanxOutlineAgeGroup,400,154,80,3,205,5,100,0,100,0,0,0,1000,100,5,0.5857142857142857,0.02124081458934564,17571264871.4,3608262299.368695,267814947.6,71209066.06551175,700535278860,114472296137.69167,97847668921.0,23716539379.90922,0,0.0,0,0.0,0,0.0,92383107632.2,23553444068.16625,0,0.0,57.529999999999994,0.32503845926290126,7.275999999999999,0.08203657720797443,20800,133.5571038919309,104000,0,0.0,0,0,0.0,0,0,0.0,0,416000,2671.142077838615,2080000,0,0.0,0,33280.0,213.69136622708913,166400,198.8,11.432410069622238,994,0,0.0,0,2595.2,37.55928646819588,12976,1366.0,25.88435821108957,6830,8320.0,53.42284155677228,41600,8320.0,53.42284155677228,41600,8320.0,53.42284155677228,41600,8320.0,53.42284155677228,41600,0,0.0,0,232.6,15.126136320951229,1163,441.2,21.71865557533431,2206,282.2,12.357184145265457,1411,410.0,10.295630140987,2050,224583.8,12658.588061075377,1122919,227191.2,6507.657235902949,1135956,217617.2,10129.109274758564,1088086,230475.8,13473.532747575891,1152379,219007.4,6386.8194979974205,1095037,226781.2,8566.930354566914,1133906,215243.4,13948.170804804477,1076217,217946.2,8976.05017254249,1089731,225589.0,8541.98109339982,1127945,216540.2,10198.870265867683,1082701,228462.8,10951.694786652886,1142314,15.6,1.949358868961793,78,21.4,3.7815340802378077,107,17.8,3.6331804249169903,89,21.0,4.415880433163924,105,18.4,7.162401831787993,92,18.6,1.8165902124584947,93,21.0,7.615773105863909,105,11.0,2.345207879911715,55,20.2,5.540758070878027,101,16.8,2.8635642126552705,84,17.0,5.000000000000001,85,5
45,MiddlePhalanxOutlineCorrect,600,291,80,2,205,5,100,0,100,0,0,0,1000,100,5,0.8384879725085911,0.012149601051315231,32442427097.4,6511864312.974628,299199566.2,90446793.29453707,1129671564800,233344416111.24915,192602055929.6,43117635075.85976,0,0.0,0,0.0,0,0.0,192060272839.6,40985978704.80819,0,0.0,65.90599999999999,0.469180135981904,13.288,0.22331591971912818,32453,234.59006799095266,162265,0,0.0,0,0,0.0,0,0,0.0,0,649060,4691.801359819048,3245300,0,0.0,0,51924.8,375.34410878552575,259624,143.6,9.476286192385704,718,0,0.0,0,2508.4,38.52661417773434,12542,3838.6,57.16030090893508,19193,12981.2,93.83602719638144,64906,12981.2,93.83602719638144,64906,12981.2,93.83602719638144,64906,12981.2,93.83602719638144,64906,0,0.0,0,681.0,22.28227995515719,3405,1031.4,10.597169433391178,5157,524.8,28.083803161252927,2624,1601.4,29.695117443781903,8007,460364.4,15644.627234293577,2301822,480684.8,10937.992763756974,2403424,471246.2,11084.328473119154,2356231,466994.6,9506.42384390682,2334973,455811.6,8473.852978427225,2279058,457413.0,9544.827761672808,2287065,461679.2,26302.96033149121,2308396,454929.8,15032.095785352089,2274649,452769.6,14910.538967455197,2263848,472161.6,15491.757850547494,2360808,468562.2,15422.795359467102,2342811,10.8,3.420526275297414,54,11.8,3.03315017762062,59,13.0,5.1478150704935,65,18.0,4.301162633521313,90,14.6,3.2093613071762426,73,12.2,2.6832815729997477,61,16.6,3.5071355833500366,83,8.8,3.8340579025361627,44,13.0,5.1478150704935,65,13.6,4.03732584763727,68,11.2,4.324349662087931,56,5
46,MiddlePhalanxTW,399,154,80,6,205,5,100,0,100,0,0,0,1000,100,5,0.551948051948052,0.020014331178470707,19828037974.0,4827703948.853218,333137175.2,46824377.240643986,792939576800,211920399987.63107,120362728141.8,28222330673.074448,0,0.0,0,0.0,0,0.0,104271740111.4,25058221122.990597,0,0.0,114.454,0.1800833140521333,7.061999999999999,0.06942621983083891,30654,152.3728978526037,153270,0,0.0,0,0,0.0,0,0,0.0,0,613080,3047.457957052074,3065400,0,0.0,0,49046.4,243.79663656416574,245232,246.2,9.20326029187483,1231,0,0.0,0,4679.0,22.135943621178637,23395,1205.6,20.791825316695967,6028,12261.6,60.949159141041434,61308,12261.6,60.949159141041434,61308,12261.6,60.949159141041434,61308,12261.6,60.949159141041434,61308,0,0.0,0,210.0,9.513148795220223,1050,357.2,11.755849607748473,1786,236.2,25.14358765172544,1181,402.2,13.791301606447451,2011,269547.6,22042.384235830745,1347738,258230.6,13434.244742448309,1291153,283250.4,13097.044315417117,1416252,279735.4,7543.5100119241615,1398677,270224.4,18402.73208792651,1351122,280316.2,9409.160307912709,1401581,271393.0,16122.286919044707,1356965,272644.2,27874.528510810727,1363221,275182.4,15352.702638297927,1375912,289612.4,13514.301731869098,1448062,282112.4,19039.520301205066,1410562,18.0,2.449489742783178,90,17.8,3.03315017762062,89,21.8,5.805170109479997,109,26.2,7.155417527999327,131,25.2,3.8340579025361627,126,20.6,2.6076809620810595,103,23.6,8.35463942968217,118,24.2,4.147288270665544,121,20.4,2.701851217221259,102,26.8,5.357238094391549,134,21.6,4.393176527297759,108,5
47,MoteStrain,20,1252,84,2,205,5,100,0,100,0,0,0,1000,100,5,0.9343450479233226,0.004278944164849485,676933035.6,193467829.80320445,593500129.4,110945865.9294935,48082196660,13766724972.472996,1593667300.8,710610610.9231555,0,0.0,0,0.0,0,0.0,1560553159.8,606244684.7922579,0,0.0,3.404,0.05366563145999484,2.144,0.029664793948382756,1202,26.832815729997492,6010,0,0.0,0,0,0.0,0,0,0.0,0,24040,536.6563145999493,120200,0,0.0,0,1923.2,42.93250516799597,9616,15.0,1.9999999999999998,75,0,0.0,0,156.0,4.000000000000003,780,69.4,6.107372593840988,347,480.8,10.733126291998992,2404,480.8,10.733126291998992,2404,480.8,10.733126291998992,2404,480.8,10.733126291998992,2404,0,0.0,0,21.0,2.345207879911715,105,18.6,4.393176527297759,93,5.8,2.588435821108957,29,24.0,5.567764362830022,120,4527.8,2137.798096172789,22639,3575.2,1705.437392577048,17876,4150.6,811.6349548904359,20753,2511.4,189.6952819655776,12557,3393.4,1073.5561466453444,16967,3479.8,658.4069410326717,17399,6644.0,1904.286349265782,33220,12356.2,3310.722458920409,61781,4003.4,1919.314669354663,20017,6330.2,1434.1123386959614,31651,6074.6,2139.6066928293153,30373,1.0,1.2247448713915892,5,0.4,0.894427190999916,2,1.2,0.4472135954999579,6,0.0,0.0,0,0.4,0.894427190999916,2,0.6,0.5477225575051661,3,2.8,1.3038404810405297,14,4.4,1.51657508881031,22,0.8,1.0954451150103321,4,1.8,0.4472135954999579,9,1.6,0.8944271909999159,8,5
48,NonInvasiveFetalECGThorax1,1800,1965,750,42,205,5,100,0,100,0,0,0,1000,100,5,0.910737913486005,0.0020228607546413477,6778533141095.2,716149105949.5242,1405405194582.8,383694983508.9249,32371445559820,3625804163107.77,119668604045258.6,14111224313734.91,0,0.0,0,0.0,0,0.0,4840490554546.2,670203868646.2349,0,0.0,410.294,1.4798074199030087,5.339999999999999,0.034641016151377636,85500,343.2382554436495,427500,0,0.0,0,0,0.0,0,0,0.0,0,1710000,6864.765108872991,8550000,0,0.0,0,136800.0,549.1812087098392,684000,2235.8,37.03646851415503,11179,0,0.0,0,13015.2,68.53612186285422,65076,1849.0,53.46494178431319,9245,34200.0,137.2953021774598,171000,34200.0,137.2953021774598,171000,34200.0,137.2953021774598,171000,34200.0,137.2953021774598,171000,0,0.0,0,365.2,13.330416347586445,1826,486.2,25.926820090400597,2431,357.0,2.8284271247461894,1785,640.6,31.19775632958241,3203,5349797.6,712762.4574308048,26748988,4524270.8,340644.4659020603,22621354,4458321.6,542243.3722811188,22291608,4048707.0,352170.5078474062,20243535,4293534.6,443713.3267057685,21467673,5034861.2,513263.7491915827,25174306,3830581.4,311915.33402960486,19152907,4489017.2,520826.06010999484,22445086,4630556.2,527772.5548213926,23152781,7328062.8,326889.1465913178,36640314,4501317.6,720205.231519669,22506588,188.4,16.90562036720333,942,194.4,19.269146322554093,972,207.2,15.594870951694343,1036,251.2,22.420972325035326,1256,237.8,18.860010604450885,1189,187.8,13.14153720079961,939,215.0,12.884098726725126,1075,78.4,4.505552130427524,392,170.4,9.423375191511797,852,332.2,15.786069808536897,1661,173.0,4.242640687119285,865,5
49,NonInvasiveFetalECGThorax2,1800,1965,750,42,205,5,100,0,100,0,0,0,1000,100,5,0.9419847328244275,0.0026443523779677352,6385161546477.2,629066267680.849,1218928999282.8,229428908790.32687,31999733974640,3027997288746.0737,115124713490773.8,15914984020628.969,0,0.0,0,0.0,0,0.0,4470130578972.6,693948546720.2665,0,0.0,297.21,1.5629619317181056,5.32,0.05916079783099586,65524,265.7395341306967,327620,0,0.0,0,0,0.0,0,0,0.0,0,1310480,5314.790682613953,6552400,0,0.0,0,104838.4,425.18325460911404,524192,1747.0,44.64862819841167,8735,0,0.0,0,9837.4,44.67997314233748,49187,1520.4,48.86512048486118,7602,26209.6,106.29581365227851,131048,26209.6,106.29581365227851,131048,26209.6,106.29581365227851,131048,26209.6,106.29581365227851,131048,0,0.0,0,298.0,16.658331248957687,1490,416.8,23.857912733514635,2084,277.0,10.222524150130438,1385,528.6,29.51779124528121,2643,4713377.8,684266.9665351382,23566889,4183756.6,641618.6002597649,20918783,3580232.8,278202.69354770816,17901164,4685066.2,726292.5053631628,23425331,5073129.0,718212.5217869012,25365645,4398757.6,368239.9817955677,21993788,5258490.8,1130527.5473714473,26292454,4230129.2,583837.4185252261,21150646,4286575.6,517758.7857427433,21432878,6415260.0,1029287.5053866145,32076300,3809073.8,479474.59711719863,19045369,112.6,11.458621208504972,563,178.4,13.221195104830727,892,170.6,6.024948132556826,853,197.2,6.140032573203502,986,195.2,13.590437814875573,976,129.2,9.628083921528725,646,226.8,24.60081299469593,1134,70.0,4.472135954999579,350,103.0,4.527692569068707,515,251.8,14.923136399564266,1259,112.2,8.228000972289685,561,5
50,OSULeaf,200,242,427,6,205,5,100,0,100,0,0,0,1000,100,5,0.9842975206611572,0.005387770582812183,84354331663.4,17158116001.496067,2041678047.8,1107913179.2202241,2338417126000,464001756160.73206,1128787625639.0,267822864425.96378,0,0.0,0,0.0,0,0.0,118112318025.8,22552013566.24312,0,0.0,45.54,0.9295697929687695,3.9579999999999997,0.033466401061363,10657,226.98017534577772,53285,0,0.0,0,0,0.0,0,0,0.0,0,213140,4539.603506915554,1065700,0,0.0,0,17051.2,363.1682805532443,85256,94.8,4.764451699828639,474,0,0.0,0,1784.4,41.908233081340946,8922,252.2,14.042791745233567,1261,4262.8,90.79207013831108,21314,4262.8,90.79207013831108,21314,4262.8,90.79207013831108,21314,4262.8,90.79207013831108,21314,0,0.0,0,65.2,6.300793600809346,326,68.8,10.449880382090504,344,41.4,8.049844718999243,207,76.8,7.563068160475615,384,96509.4,6406.959481688642,482547,106096.2,6959.754931030261,530481,100512.4,7142.360310149578,502562,103768.8,8956.81166487272,518844,100509.4,7868.520559800296,502547,100864.0,5502.470127133813,504320,106579.8,8048.678102645179,532899,103021.6,10043.004271631075,515108,104817.4,5241.130631838896,524087,94421.8,5637.536669503801,472109,108364.2,14357.74969136877,541821,3.6,2.8809720581775866,18,6.2,3.271085446759225,31,6.2,1.3038404810405297,31,18.8,4.658325879540846,94,13.0,1.8708286933869704,65,6.8,2.6832815729997477,34,7.8,3.03315017762062,39,8.4,1.5165750888103098,42,10.4,3.5777087639996634,52,5.0,2.8284271247461903,25,8.6,2.701851217221259,43,5
51,OliveOil,30,30,570,4,205,5,100,0,100,0,0,0,1000,100,5,0.8733333333333334,0.014907119849998582,10554926008.0,2000036751.829368,433970918.0,158607438.75176573,441237522800,73529465445.2671,106111484347.6,32410016998.006664,0,0.0,0,0.0,0,0.0,7151761077.6,1656248310.1733532,0,0.0,6.118,0.06220932405998335,2.008,0.008366600265340791,1269,34.8926926447358,6345,0,0.0,0,0,0.0,0,0,0.0,0,25380,697.853852894716,126900,0,0.0,0,2030.4,55.828308231577275,10152,9.8,4.658325879540847,49,0,0.0,0,228.0,6.324555320336759,1140,16.0,7.176350047203662,80,507.6,13.957077057894319,2538,507.6,13.957077057894319,2538,507.6,13.957077057894319,2538,507.6,13.957077057894319,2538,0,0.0,0,5.4,1.816590212458495,27,3.8,2.8635642126552705,19,3.0,1.5811388300841898,15,3.8,3.271085446759225,19,6204.0,762.8168194265253,31020,6242.2,869.1522881520821,31211,6564.4,699.0298992174799,32822,5881.6,762.2039097249501,29408,6261.0,622.1233800461126,31305,5613.0,370.983153256317,28065,6271.2,602.8678959772199,31356,6937.0,525.1118928380885,34685,6659.8,1437.4438075973615,33299,6380.8,686.3750432525939,31904,6637.0,682.9304503388321,33185,0.4,0.5477225575051661,2,0.8,1.3038404810405297,4,1.0,1.0,5,0.6,0.8944271909999159,3,0.2,0.447213595499958,1,1.4,0.8944271909999159,7,0.2,0.447213595499958,1,0.0,0.0,0,0.4,0.5477225575051661,2,1.4,1.51657508881031,7,3.4,1.6733200530681511,17,5
52,PhalangesOutlinesCorrect,1800,858,80,2,205,5,100,0,100,0,0,0,1000,100,5,0.8377622377622377,0.005238276236420606,146588663166.2,20377480733.00688,1049925056.0,287466200.4630122,3256109496420,423819311871.40735,1025396805884.2,186280939076.31277,0,0.0,0,0.0,0,0.0,1005536241566.6,151572180386.04343,0,0.0,200.414,1.1861618776541463,28.291999999999994,0.6713195960196608,99707,593.0809388270702,498535,0,0.0,0,0,0.0,0,0,0.0,0,1994140,11861.618776541434,9970700,0,0.0,0,159531.2,948.929502123313,797656,360.6,30.096511425745007,1803,0,0.0,0,7579.2,113.87141871426739,37896,12001.6,61.6871137272607,60008,39882.8,237.23237553082825,199414,39882.8,237.23237553082825,199414,39882.8,237.23237553082825,199414,39882.8,237.23237553082825,199414,0,0.0,0,2186.6,40.05371393516461,10933,3459.4,26.791789787171744,17297,1690.8,37.692174254080925,8454,4664.8,69.21488279264805,23324,2497977.0,47414.451177884606,12489885,2474653.6,58980.182462416946,12373268,2525112.2,83350.388941504,12625561,2538034.8,72405.67273149252,12690174,2486194.2,26293.31988737827,12430971,2519133.4,79932.21169403482,12595667,2489592.6,34942.68991935222,12447963,2471869.0,109274.56352234952,12359345,2511774.2,92638.98259210319,12558871,2520765.6,77651.4257132475,12603828,2467444.6,66900.55239159089,12337223,29.8,6.058052492344384,149,31.6,7.162401831787993,158,38.6,5.9413803110051795,193,37.2,6.760177512462229,186,41.4,5.128352561983234,207,29.0,5.830951894845301,145,36.0,4.949747468305833,180,31.0,5.0,155,28.4,6.465291950097845,142,31.2,6.220932405998316,156,26.4,2.880972058177587,132,5
53,Phoneme,214,1896,1024,39,205,5,100,0,100,0,0,0,1000,100,5,0.3542194092827004,0.004856904824144014,1439025699609.8,206936416742.97516,3164720080481.8,404935067722.1692,5477555102080,888871107322.5299,26869857781232.8,3922034670798.9766,0,0.0,0,0.0,0,0.0,698027447125.4,93865222784.17116,0,0.0,160.74999999999997,0.5023445033042577,3.066,0.03435112807463543,22285,78.97784499465656,111425,0,0.0,0,0,0.0,0,0,0.0,0,445700,1579.5568998931315,2228500,0,0.0,0,35656.0,126.36455199145051,178280,342.2,12.336936410632912,1711,0,0.0,0,3925.6,22.700220263248532,19628,189.2,11.945710527214361,946,8914.0,31.591137997862628,44570,8914.0,31.591137997862628,44570,8914.0,31.591137997862628,44570,8914.0,31.591137997862628,44570,0,0.0,0,44.8,8.555699854482976,224,46.4,4.449719092257398,232,44.8,5.403702434442518,224,53.2,5.805170109479997,266,397548.4,60144.81612990434,1987742,1032768.8,103582.47600921692,5163844,716930.4,92470.75253451764,3584652,2008560.0,230245.5865939671,10042800,1836462.8,238735.0029419649,9182314,448652.0,86569.19846862394,2243260,455750.2,61858.56033888924,2278751,830720.2,189123.46302666946,4153601,1074544.8,217660.56158776215,5372724,456146.0,41320.70490686237,2280730,1213247.4,189836.5701881489,6066237,14.0,4.636809247747852,70,33.8,5.403702434442518,169,23.2,3.420526275297414,116,50.4,2.8809720581775866,252,53.4,5.412947441089743,267,18.6,6.87749954561976,93,23.0,2.1213203435596424,115,29.6,4.393176527297759,148,36.8,5.449770637375485,184,25.2,4.381780460041329,126,34.2,5.06951674225463,171,5
54,Plane,105,105,144,7,205,5,100,0,100,0,0,0,1000,100,5,1.0,0.0,7910655528.4,1822851803.5038416,313005238.2,88925459.21817213,448966109760,110039767239.26073,44776673691.6,9916127038.713968,0,0.0,0,0.0,0,0.0,17656154371.2,3897620339.7033134,0,0.0,7.004,0.008944271909999007,1.004,0.008944271909999134,502,4.472135954999575,2510,0,0.0,0,0,0.0,0,0,0.0,0,10040,89.44271909999146,50200,0,0.0,0,803.2,7.155417527999338,4016,18.4,3.5777087639996634,92,0,0.0,0,82.0,4.358898943540675,410,0.0,0.0,0,200.8,1.7888543819998346,1004,200.8,1.7888543819998346,1004,200.8,1.7888543819998346,1004,200.8,1.7888543819998346,1004,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,31256.2,4893.750678160872,156281,38578.4,5829.548979123514,192892,34133.4,3665.8131840016067,170667,33833.8,1289.7640094218784,169169,34708.0,6909.74456836141,173540,31973.2,8188.514010490549,159866,32979.8,6294.659458620458,164899,33391.8,3548.416435538535,166959,39236.2,5962.4015044275575,196181,34687.8,5640.94165011481,173439,35288.2,5395.195566427597,176441,0.0,0.0,0,4.2,1.3038404810405297,21,2.0,2.0,10,1.4,0.8944271909999159,7,2.2,2.4899799195977463,11,0.6,0.5477225575051662,3,1.2,0.8366600265340756,6,0.4,0.894427190999916,2,2.2,1.6431676725154984,11,1.6,0.8944271909999159,8,2.6,1.9493588689617927,13,5
55,ProximalPhalanxOutlineAgeGroup,400,205,80,3,205,5,100,0,100,0,0,0,1000,100,5,0.8478048780487804,0.004081268422117412,17650440975.6,4549084946.728615,351848797.6,77377633.09633559,744457482280,193063648115.1191,97263991303.0,23680991929.697342,0,0.0,0,0.0,0,0.0,88520191606.6,22621366433.63571,0,0.0,44.016,0.4215803600738535,7.684,0.07231873892705831,19186,115.83393285216556,95930,0,0.0,0,0,0.0,0,0,0.0,0,383720,2316.6786570433114,1918600,0,0.0,0,30697.6,185.33429256346474,153488,200.4,5.079370039680117,1002,0,0.0,0,1670.8,28.270125574535363,8354,1966.0,18.560711193270595,9830,7674.4,46.333573140866186,38372,7674.4,46.333573140866186,38372,7674.4,46.333573140866186,38372,7674.4,46.333573140866186,38372,0,0.0,0,402.2,17.51285242329187,2011,642.4,18.76965636339676,3212,337.8,14.078352176302452,1689,583.6,17.686152775547313,2918,226330.0,6683.1189200851395,1131650,224717.4,6755.085698938242,1123587,227768.2,4366.642211127445,1138841,233235.0,6346.728960653668,1166175,220291.2,13941.690274138211,1101456,220027.2,4928.767716174096,1100136,230725.0,7460.101574375511,1153625,220613.0,7427.714554289227,1103065,230994.6,6355.865700280331,1154973,233898.2,9082.165666844005,1169491,227439.8,9240.957509912056,1137199,9.8,2.4899799195977463,49,19.8,3.2710854467592254,99,18.0,3.391164991562634,90,23.0,4.415880433163924,115,19.6,1.8165902124584952,98,18.0,5.5226805085936315,90,22.8,4.494441010848846,114,8.2,1.30384048104053,41,22.4,6.024948132556827,112,21.8,5.118593556827891,109,17.0,4.123105625617661,85,5
56,ProximalPhalanxOutlineCorrect,600,291,80,2,205,5,100,0,100,0,0,0,1000,100,5,0.8920962199312715,0.005211598243334443,34553981595.0,6350759852.174726,328603361.8,61429817.089628875,1105070617140,202407841798.13272,197766063109.4,36111827114.050735,0,0.0,0,0.0,0,0.0,196050864576.2,31671542679.96806,0,0.0,60.312,0.46767510089805064,15.238,0.28525427253592556,29656,233.83755044902477,148280,0,0.0,0,0,0.0,0,0,0.0,0,593120,4676.751008980501,2965600,0,0.0,0,47449.6,374.1400807184382,237248,130.4,9.370165420097983,652,0,0.0,0,2208.0,22.3606797749979,11040,3592.8,52.150743043603825,17964,11862.4,93.53502017960955,59312,11862.4,93.53502017960955,59312,11862.4,93.53502017960955,59312,11862.4,93.53502017960955,59312,0,0.0,0,687.8,21.787611158637837,3439,963.8,39.76430560188371,4819,514.6,12.320714265009151,2573,1426.6,35.27463678055382,7133,504629.6,15329.942654817734,2523148,518657.4,12790.292932532857,2593287,510642.6,19904.86869587439,2553213,505491.6,16807.346304518152,2527458,509501.8,18496.751206630855,2547509,508115.0,13473.903870074182,2540575,498678.0,7177.42209989074,2493390,512631.2,11314.199207190939,2563156,510017.8,18594.940822707667,2550089,523879.0,9808.78835534746,2619395,517763.4,16512.64139379282,2588817,7.0,3.391164991562634,35,9.4,5.029910535983717,47,11.4,3.361547262794322,57,19.2,5.06951674225463,96,19.0,6.082762530298219,95,12.4,4.03732584763727,62,19.4,3.361547262794322,97,8.0,3.391164991562634,40,7.0,1.8708286933869707,35,9.6,1.51657508881031,48,8.0,3.3166247903554,40,5
